FL_DATE,AIRLINE,DEST_CITY,DEP_TIME,TAXI_OUT,TAXI_IN,ARR_TIME,ARR_DELAY,CANCELLATION_CODE,ELAPSED_TIME,AIR_TIME,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_LATE_AIRCRAFT
26-03-2021,SkyWest Airlines Inc.,"Boise, ID",1724,14,2,1824,-14,,60,44,,,
9/1/2021,SkyWest Airlines Inc.,"Los Angeles, CA",622,12,8,733,-19,,71,51,,,
4/8/2020,Spirit Air Lines,"New York, NY",823,11,10,1022,8,,119,98,,,
22-09-2022,Republic Airline,"Chicago, IL",1054,24,17,1258,59,,184,143,0,0,34
26-07-2020,Southwest Airlines Co.,"Lihue, HI",,,,,,B,,,,,
26-11-2019,Endeavor Air Inc.,"Columbia, SC",2141,14,6,2337,2,,116,96,,,
25-01-2020,Southwest Airlines Co.,"Houston, TX",1229,9,2,1312,-33,,43,32,,,
1/12/2021,United Air Lines Inc.,"Houston, TX",1404,17,9,1513,-5,,69,43,,,
1/3/2020,Delta Air Lines Inc.,"Washington, DC",801,21,3,1541,-24,,280,256,,,
13-07-2021,Southwest Airlines Co.,"Tampa, FL",1054,9,2,1349,-6,,175,164,,,
6/12/2021,United Air Lines Inc.,"Philadelphia, PA",2321,24,4,717,-35,,296,268,,,
30-03-2023,United Air Lines Inc.,"Santa Ana, CA",1046,24,11,1222,-13,,96,61,,,
12/8/2021,Horizon Air,"San Francisco, CA",1347,21,2,1503,-15,,76,53,,,
27-10-2020,Delta Air Lines Inc.,"Atlanta, GA",1141,15,8,1403,-7,,82,59,,,
12/4/2019,American Airlines Inc.,"Chicago, IL",921,35,24,1119,20,,118,59,0,0,0
1/3/2022,SkyWest Airlines Inc.,"Portland, OR",1258,21,6,1444,-21,,106,79,,,
23-03-2020,SkyWest Airlines Inc.,"Los Angeles, CA",,,,,,D,,,,,
16-06-2019,American Airlines Inc.,"Dallas/Fort Worth, TX",,,,,,B,,,,,
26-04-2019,Spirit Air Lines,"Baltimore, MD",2158,17,8,547,-14,,289,264,,,
24-10-2021,Endeavor Air Inc.,"Grand Forks, ND",856,11,3,959,-15,,63,49,,,
28-04-2021,Envoy Air,"Dallas/Fort Worth, TX",1048,19,11,1230,63,,102,72,0,0,24
26-02-2019,Southwest Airlines Co.,"Minneapolis, MN",1700,13,4,1843,38,,163,146,0,0,38
7/2/2022,Horizon Air,"Spokane, WA",2107,8,5,2212,4,,65,52,,,
27-10-2019,Spirit Air Lines,"Akron, OH",1019,15,6,1231,-13,,132,111,,,
31-10-2020,Republic Airline,"Newark, NJ",651,24,10,852,-7,,121,87,,,
15-04-2023,American Airlines Inc.,"Syracuse, NY",915,15,3,1055,-15,,100,82,,,
22-06-2021,Spirit Air Lines,"Hartford, CT",2125,21,4,19,30,,174,149,30,0,0
23-08-2021,Delta Air Lines Inc.,"Traverse City, MI",1208,9,5,1301,-18,,53,39,,,
18-07-2020,Southwest Airlines Co.,"New York, NY",1722,80,5,1,51,,279,194,0,0,0
28-02-2019,SkyWest Airlines Inc.,"New York, NY",1840,29,5,2151,3,,131,97,,,
26-05-2021,American Airlines Inc.,"Phoenix, AZ",657,10,14,848,-2,,111,87,,,
30-07-2023,Southwest Airlines Co.,"Baltimore, MD",1141,10,5,1442,-8,,121,106,,,
21-05-2019,Envoy Air,"Cincinnati, OH",838,18,4,1115,-4,,157,135,,,
8/4/2019,Delta Air Lines Inc.,"Philadelphia, PA",1344,12,4,1545,-8,,121,105,,,
12/10/2020,Delta Air Lines Inc.,"Minneapolis, MN",1551,14,4,1908,-17,,137,119,,,
29-06-2021,Southwest Airlines Co.,"Indianapolis, IN",1920,9,5,2232,22,,132,118,22,0,0
1/11/2022,JetBlue Airways,"Newark, NJ",1942,16,16,2101,-8,,79,47,,,
12/10/2019,Alaska Airlines Inc.,"Nome, AK",1009,10,3,1137,-18,,88,75,,,
20-03-2023,Delta Air Lines Inc.,"Daytona Beach, FL",2229,12,3,2335,-19,,66,51,,,
12/10/2022,Spirit Air Lines,"Minneapolis, MN",1506,21,5,1641,8,,155,129,,,
18-08-2020,Delta Air Lines Inc.,"Birmingham, AL",1633,15,3,1623,-7,,50,32,,,
14-06-2023,Southwest Airlines Co.,"Nashville, TN",1843,9,5,2334,9,,171,157,,,
14-04-2023,SkyWest Airlines Inc.,"Fresno, CA",1114,23,5,1202,-2,,108,80,,,
29-09-2020,PSA Airlines Inc.,"Dallas/Fort Worth, TX",1213,10,9,1401,33,,108,89,33,0,0
27-12-2021,Frontier Airlines Inc.,"Las Vegas, NV",2316,20,25,215,170,,359,314,16,0,107
24-03-2020,Delta Air Lines Inc.,"Atlanta, GA",,,,,,D,,,,,
14-09-2021,Southwest Airlines Co.,"Dallas, TX",646,14,13,918,-22,,212,185,,,
25-05-2019,Southwest Airlines Co.,"Oklahoma City, OK",1551,13,3,1749,-6,,178,162,,,
5/3/2019,American Airlines Inc.,"Orlando, FL",1659,15,14,1940,79,,161,132,64,0,12
2/11/2022,Delta Air Lines Inc.,"Atlanta, GA",1811,11,8,106,-9,,235,216,,,
1/5/2023,American Airlines Inc.,"Norfolk, VA",910,15,3,1013,-9,,63,45,,,
28-12-2020,Alaska Airlines Inc.,"Tampa, FL",2308,12,4,715,-15,,307,291,,,
1/4/2021,JetBlue Airways,"Sarasota/Bradenton, FL",1458,13,5,1822,167,,204,186,0,0,167
15-04-2022,American Airlines Inc.,"Santa Ana, CA",1716,10,4,1828,-1,,72,58,,,
15-02-2021,Delta Air Lines Inc.,"Valparaiso, FL",2225,15,4,2236,-2,,71,52,,,
16-04-2021,Delta Air Lines Inc.,"Dallas/Fort Worth, TX",1835,25,6,2013,50,,158,127,0,0,35
24-01-2020,SkyWest Airlines Inc.,"Oklahoma City, OK",1044,19,4,1322,-14,,98,75,,,
4/7/2019,PSA Airlines Inc.,"Washington, DC",1314,13,29,1744,78,,210,168,0,0,0
25-11-2019,American Airlines Inc.,"Phoenix, AZ",1541,27,4,1755,14,,134,103,,,
5/11/2019,Southwest Airlines Co.,"Kansas City, MO",1930,8,4,26,11,,176,164,,,
10/2/2022,Southwest Airlines Co.,"Atlanta, GA",1506,6,3,1652,-8,,46,37,,,
16-08-2022,Republic Airline,"Charlotte, NC",1812,23,15,1917,-8,,65,27,,,
14-12-2020,Frontier Airlines Inc.,"Orlando, FL",1716,23,14,2005,5,,169,132,,,
16-02-2023,American Airlines Inc.,"Charlotte, NC",753,53,8,1143,89,,170,109,0,53,0
18-03-2022,Southwest Airlines Co.,"Atlanta, GA",1226,25,10,1415,60,,109,74,0,0,13
25-08-2023,Envoy Air,"Tallahassee, FL",1857,26,4,2220,-1,,143,113,,,
29-11-2022,PSA Airlines Inc.,"Birmingham, AL",1121,29,4,1158,-7,,97,64,,,
18-07-2019,Southwest Airlines Co.,"Burbank, CA",1126,9,2,1228,-17,,62,51,,,
26-11-2021,Horizon Air,"Portland, OR",1522,16,3,1805,10,,163,144,,,
27-01-2023,American Airlines Inc.,"Miami, FL",553,13,6,720,-30,,147,128,,,
20-02-2022,American Airlines Inc.,"Key West, FL",1111,16,17,1424,-5,,193,160,,,
7/6/2019,American Airlines Inc.,"Phoenix, AZ",2215,10,9,654,-18,,339,320,,,
23-09-2022,Southwest Airlines Co.,"Nashville, TN",1003,12,6,1136,-19,,153,135,,,
11/2/2019,Southwest Airlines Co.,"Dallas, TX",1823,12,3,2304,4,,161,146,,,
28-02-2022,Delta Air Lines Inc.,"Fort Myers, FL",835,22,3,1258,43,,203,178,43,0,0
7/6/2021,Southwest Airlines Co.,"Atlanta, GA",1400,9,8,2043,3,,223,206,,,
22-02-2021,American Airlines Inc.,"Miami, FL",2040,18,4,10,-7,,150,128,,,
30-05-2020,American Airlines Inc.,"San Francisco, CA",1034,24,4,1211,-25,,217,189,,,
24-06-2022,Delta Air Lines Inc.,"Tampa, FL",1812,52,6,2059,116,,167,109,0,0,0
18-03-2020,Delta Air Lines Inc.,"Seattle, WA",1310,29,4,1617,13,,187,154,,,
6/8/2022,Southwest Airlines Co.,"San Jose, CA",1351,11,4,2131,-9,,280,265,,,
12/4/2021,Envoy Air,"Washington, DC",1218,10,3,1333,-17,,75,62,,,
14-04-2022,Southwest Airlines Co.,"El Paso, TX",1300,12,7,1357,12,,117,98,,,
4/9/2021,Southwest Airlines Co.,"Chicago, IL",1000,12,4,1220,5,,140,124,,,
12/7/2019,United Air Lines Inc.,"Anchorage, AK",1538,18,3,1916,-6,,398,377,,,
11/3/2022,Southwest Airlines Co.,"Phoenix, AZ",1836,12,44,2130,40,,114,58,0,0,0
18-02-2019,Republic Airline,"Indianapolis, IN",1152,13,14,1455,-19,,123,96,,,
8/2/2022,SkyWest Airlines Inc.,"Salt Lake City, UT",652,11,4,810,-37,,78,63,,,
8/5/2019,American Airlines Inc.,"Dallas/Fort Worth, TX",1331,18,42,1954,111,,263,203,0,0,93
30-05-2019,Endeavor Air Inc.,"New York, NY",707,16,9,927,-4,,140,115,,,
18-11-2019,United Air Lines Inc.,"Denver, CO",758,35,10,947,4,,169,124,,,
21-12-2022,SkyWest Airlines Inc.,"Los Angeles, CA",1851,18,7,2019,-17,,208,183,,,
13-01-2022,JetBlue Airways,"San Francisco, CA",2021,14,5,7,80,,406,387,80,0,0
12/5/2022,Southwest Airlines Co.,"St. Louis, MO",2202,8,3,2226,91,,84,73,66,0,25
10/6/2019,ExpressJet Airlines LLC d/b/a aha!,"Lincoln, NE",1730,24,4,1914,105,,104,76,0,0,105
29-09-2019,United Air Lines Inc.,"Honolulu, HI",1653,18,5,1919,-25,,326,303,,,
14-11-2019,Republic Airline,"Detroit, MI",652,9,10,839,-24,,107,88,,,
8/1/2020,Delta Air Lines Inc.,"Detroit, MI",925,20,9,1118,-24,,113,84,,,
31-05-2023,Endeavor Air Inc.,"Albany, NY",1558,21,3,1650,-22,,52,28,,,
19-03-2022,Delta Air Lines Inc.,"Minneapolis, MN",1452,13,13,1953,-15,,181,155,,,
8/6/2023,Allegiant Air,"Punta Gorda, FL",1054,10,5,1322,-15,,148,133,,,
22-11-2021,United Air Lines Inc.,"Nashville, TN",2132,21,6,2242,-27,,130,103,,,
30-09-2019,Southwest Airlines Co.,"Las Vegas, NV",1657,10,4,1759,-21,,62,48,,,
3/1/2022,SkyWest Airlines Inc.,"Los Angeles, CA",,,,,,C,,,,,
5/9/2022,Alaska Airlines Inc.,"New York, NY",2215,14,9,644,-17,,329,306,,,
1/4/2021,SkyWest Airlines Inc.,"Minneapolis, MN",1438,10,7,1700,-22,,82,65,,,
3/7/2019,Delta Air Lines Inc.,"Salt Lake City, UT",1323,19,5,1622,-4,,119,95,,,
7/1/2019,Southwest Airlines Co.,"Atlanta, GA",1929,10,5,2206,-19,,97,82,,,
29-12-2022,Delta Air Lines Inc.,"Salt Lake City, UT",607,15,5,850,-2,,103,83,,,
23-07-2022,American Airlines Inc.,"Los Angeles, CA",1925,18,13,2228,-16,,363,332,,,
20-07-2022,Southwest Airlines Co.,"Austin, TX",639,8,3,747,-8,,68,57,,,
19-04-2021,Alaska Airlines Inc.,"Seattle, WA",1808,14,7,2120,-13,,192,171,,,
4/6/2019,Envoy Air,"Cincinnati, OH",829,21,10,1033,-12,,124,93,,,
9/1/2020,American Airlines Inc.,"Chicago, IL",1747,14,20,1925,-13,,158,124,,,
21-10-2022,Southwest Airlines Co.,"Fresno, CA",859,19,3,1011,-4,,72,50,,,
14-08-2019,Republic Airline,"Columbus, OH",1526,28,6,1708,1,,102,68,,,
7/2/2021,PSA Airlines Inc.,"Charlotte, NC",1108,15,11,1216,-18,,68,42,,,
8/12/2019,SkyWest Airlines Inc.,"Sacramento, CA",832,50,6,951,4,,139,83,,,
18-05-2023,United Air Lines Inc.,"Washington, DC",1331,27,5,1620,5,,109,77,,,
24-09-2021,Southwest Airlines Co.,"Lihue, HI",730,19,6,1010,-30,,340,315,,,
10/10/2021,SkyWest Airlines Inc.,"Sacramento, CA",1742,12,12,1911,27,,89,65,0,27,0
13-06-2023,American Airlines Inc.,"Philadelphia, PA",1606,10,3,1707,-10,,61,48,,,
29-04-2021,Southwest Airlines Co.,"Salt Lake City, UT",1953,9,6,2204,-6,,71,56,,,
29-06-2022,Envoy Air,"Austin, TX",1037,11,4,1235,-10,,118,103,,,
11/3/2020,Delta Air Lines Inc.,"Salt Lake City, UT",1204,14,4,1418,-12,,254,236,,,
21-11-2022,SkyWest Airlines Inc.,"Devils Lake, ND",1657,37,3,1807,11,,70,30,,,
22-08-2019,American Airlines Inc.,"Fort Lauderdale, FL",1448,21,7,1702,59,,134,106,43,0,0
19-02-2019,Allegiant Air,"Portsmouth, NH",1637,13,5,1913,4,,156,138,,,
18-01-2023,Southwest Airlines Co.,"Chicago, IL",1903,11,8,2111,-4,,128,109,,,
10/6/2019,American Airlines Inc.,"Dallas/Fort Worth, TX",1402,8,8,1634,68,,92,76,12,0,56
21-07-2023,Delta Air Lines Inc.,"New York, NY",849,18,8,1126,33,,157,131,0,0,0
17-07-2022,Southwest Airlines Co.,"Savannah, GA",839,10,3,1011,-4,,92,79,,,
16-04-2022,Delta Air Lines Inc.,"Portland, OR",926,12,2,1103,-9,,217,203,,,
22-10-2019,Southwest Airlines Co.,"Houston, TX",1045,11,2,1209,-6,,84,71,,,
14-11-2022,Envoy Air,"Cedar Rapids/Iowa City, IA",1247,27,3,1400,-12,,73,43,,,
9/1/2020,Delta Air Lines Inc.,"St. Louis, MO",1249,25,8,1429,1,,100,67,,,
13-02-2020,American Airlines Inc.,"Chicago, IL",,,,,,C,,,,,
17-10-2022,American Airlines Inc.,"Charlotte, NC",957,14,14,1148,-26,,111,83,,,
6/5/2023,Southwest Airlines Co.,"Pittsburgh, PA",2141,10,3,2234,14,,53,40,,,
30-07-2019,Southwest Airlines Co.,"Orlando, FL",1021,12,10,1626,26,,245,223,0,0,0
1/3/2022,Alaska Airlines Inc.,"San Francisco, CA",2150,30,4,10,11,,140,106,,,
19-05-2019,American Airlines Inc.,"Dallas/Fort Worth, TX",2042,13,10,50,-5,,128,105,,,
10/5/2021,Allegiant Air,"Asheville, NC",1513,11,17,1707,5,,114,86,,,
15-08-2022,Southwest Airlines Co.,"Long Beach, CA",1738,10,3,1857,-8,,79,66,,,
21-07-2019,American Airlines Inc.,"Dallas/Fort Worth, TX",658,22,12,906,-20,,188,154,,,
20-12-2019,Alaska Airlines Inc.,"San Diego, CA",609,25,2,746,-8,,97,70,,,
23-02-2019,United Air Lines Inc.,"Los Angeles, CA",1432,15,16,2138,-4,,306,275,,,
29-10-2022,United Air Lines Inc.,"Newark, NJ",951,13,6,1211,-19,,140,121,,,
1/8/2019,SkyWest Airlines Inc.,"Detroit, MI",1308,7,18,1526,-6,,78,53,,,
16-05-2019,JetBlue Airways,"Richmond, VA",1811,11,3,1938,-14,,87,73,,,
22-10-2020,Endeavor Air Inc.,"Columbus, OH",806,19,6,1059,4,,113,88,,,
13-03-2023,SkyWest Airlines Inc.,"Salt Lake City, UT",1708,25,6,1949,-4,,221,190,,,
16-10-2020,Delta Air Lines Inc.,"Philadelphia, PA",808,21,3,958,-10,,110,86,,,
26-11-2019,American Airlines Inc.,"Seattle, WA",1437,11,8,1636,-20,,179,160,,,
7/3/2022,American Airlines Inc.,"Miami, FL",1422,17,10,1618,0,,116,89,,,
26-08-2023,American Airlines Inc.,"Dallas/Fort Worth, TX",1155,17,17,1352,-8,,177,143,,,
10/11/2021,American Airlines Inc.,"Chicago, IL",1524,34,18,1719,2,,175,123,,,
2/1/2022,Mesa Airlines Inc.,"Savannah, GA",1625,21,7,1948,119,,143,115,119,0,0
9/10/2022,American Airlines Inc.,"Boston, MA",1034,16,4,1146,-16,,72,52,,,
29-01-2022,Southwest Airlines Co.,"Tampa, FL",1636,10,7,1939,-11,,123,106,,,
11/11/2022,Southwest Airlines Co.,"Baltimore, MD",529,12,7,643,-12,,74,55,,,
28-08-2019,Southwest Airlines Co.,"St. Louis, MO",828,9,4,932,-13,,64,51,,,
12/9/2020,Southwest Airlines Co.,"Pensacola, FL",1641,12,4,1816,31,,95,79,31,0,0
16-03-2020,Delta Air Lines Inc.,"Cleveland, OH",2240,17,6,17,-14,,97,74,,,
5/10/2022,Delta Air Lines Inc.,"Myrtle Beach, SC",1523,13,3,1626,1,,63,47,,,
13-02-2019,Envoy Air,"Chicago, IL",826,7,11,930,-20,,64,46,,,
9/1/2020,American Airlines Inc.,"Miami, FL",1057,16,4,1350,-34,,173,153,,,
19-08-2019,Delta Air Lines Inc.,"New York, NY",1044,11,47,1656,8,,252,194,,,
2/3/2020,Southwest Airlines Co.,"Nashville, TN",707,28,9,905,-15,,178,141,,,
21-01-2021,Delta Air Lines Inc.,"Washington, DC",1538,11,3,1648,-26,,70,56,,,
7/6/2022,Southwest Airlines Co.,"Albuquerque, NM",2229,7,4,27,-8,,58,47,,,
17-08-2019,JetBlue Airways,"Orlando, FL",1256,15,8,1529,37,,153,130,0,0,0
16-10-2021,Republic Airline,"Fayetteville, AR",1935,25,8,2124,-17,,109,76,,,
16-06-2021,Delta Air Lines Inc.,"Jacksonville, FL",2043,11,5,2145,-14,,62,46,,,
4/7/2023,Hawaiian Airlines Inc.,"Kona, HI",807,12,5,854,-2,,47,30,,,
16-11-2021,Delta Air Lines Inc.,"Atlanta, GA",2325,11,5,631,-8,,246,230,,,
13-12-2019,United Air Lines Inc.,"Newark, NJ",1724,29,33,2022,11,,178,116,,,
5/5/2022,Southwest Airlines Co.,"Nashville, TN",2058,11,7,19,14,,141,123,,,
9/8/2022,PSA Airlines Inc.,"Washington, DC",529,8,6,640,-19,,71,57,,,
21-08-2020,SkyWest Airlines Inc.,"Yuma, AZ",1907,22,7,1948,-13,,161,132,,,
13-04-2022,Southwest Airlines Co.,"Jacksonville, FL",47,7,4,230,180,,103,92,60,0,120
21-01-2023,Southwest Airlines Co.,"Las Vegas, NV",1550,10,7,1659,-11,,69,52,,,
8/5/2023,Delta Air Lines Inc.,"Los Angeles, CA",2038,14,9,2312,67,,154,131,10,0,57
24-06-2019,SkyWest Airlines Inc.,"Detroit, MI",556,20,13,732,-1,,96,63,,,
26-11-2021,United Air Lines Inc.,"Tampa, FL",1849,26,5,2139,-19,,170,139,,,
23-01-2019,SkyWest Airlines Inc.,"Flagstaff, AZ",1805,15,5,1851,-6,,46,26,,,
23-01-2020,Envoy Air,"Pittsburgh, PA",1458,18,7,1830,-10,,152,127,,,
8/11/2021,JetBlue Airways,"Austin, TX",1047,21,5,1330,-31,,223,197,,,
29-09-2020,Alaska Airlines Inc.,"Juneau, AK",1824,5,4,1906,-9,,42,33,,,
23-11-2022,Southwest Airlines Co.,"Santa Ana, CA",2038,12,7,2139,-41,,121,102,,,
1/1/2020,Republic Airline,"New York, NY",1927,12,19,2107,-22,,100,69,,,
6/10/2019,Southwest Airlines Co.,"Burbank, CA",657,16,3,806,-9,,69,50,,,
19-10-2020,United Air Lines Inc.,"Chicago, IL",1110,11,13,1247,-2,,157,133,,,
28-03-2020,SkyWest Airlines Inc.,"West Palm Beach/Palm Beach, FL",,,,,,D,,,,,
17-06-2022,Southwest Airlines Co.,"Denver, CO",529,11,15,656,-4,,147,121,,,
3/9/2021,Southwest Airlines Co.,"Santa Ana, CA",1316,10,4,1433,23,,77,63,20,0,3
24-01-2020,Spirit Air Lines,"Fort Lauderdale, FL",715,18,11,821,10,,66,37,,,
27-07-2022,Southwest Airlines Co.,"Las Vegas, NV",1220,7,30,1340,15,,80,43,0,0,0
19-11-2022,Republic Airline,"Nashville, TN",1051,21,7,1242,6,,171,143,,,
27-07-2019,United Air Lines Inc.,"Kansas City, MO",1739,16,4,1859,-28,,140,120,,,
19-01-2022,PSA Airlines Inc.,"White Plains, NY",1134,32,4,1337,33,,123,87,33,0,0
25-10-2021,Delta Air Lines Inc.,"Las Vegas, NV",1743,47,9,1847,42,,124,68,0,0,0
1/12/2019,SkyWest Airlines Inc.,"Atlanta, GA",935,9,6,1119,109,,44,29,109,0,0
7/11/2022,American Airlines Inc.,"Las Vegas, NV",1909,15,12,2002,3,,173,146,,,
4/10/2022,Hawaiian Airlines Inc.,"Oakland, CA",1451,11,7,2248,8,,297,279,,,
13-01-2019,Southwest Airlines Co.,"Fort Myers, FL",1635,25,3,1913,73,,158,130,0,68,5
29-07-2019,American Airlines Inc.,"Charlotte, NC",1937,9,13,2211,26,,94,72,0,0,26
9/12/2020,Southwest Airlines Co.,"San Jose, CA",1623,9,2,1726,-14,,63,52,,,
15-11-2019,Alaska Airlines Inc.,"Seattle, WA",1849,12,6,2113,-22,,264,246,,,
29-04-2020,American Airlines Inc.,"Dallas/Fort Worth, TX",1436,7,4,1919,-24,,163,152,,,
27-11-2019,United Air Lines Inc.,"Boston, MA",2256,24,6,650,-34,,294,264,,,
8/11/2021,Alaska Airlines Inc.,"Seattle, WA",1154,9,12,1253,-36,,119,98,,,
20-09-2019,United Air Lines Inc.,"Denver, CO",459,17,7,823,-7,,144,120,,,
9/9/2020,Delta Air Lines Inc.,"Atlanta, GA",1801,15,9,2044,-5,,163,139,,,
16-09-2019,Spirit Air Lines,"Los Angeles, CA",1031,43,7,1306,-4,,275,225,,,
23-05-2023,Southwest Airlines Co.,"Oakland, CA",1714,11,5,1828,-2,,74,58,,,
10/4/2021,Envoy Air,"Chicago, IL",1126,11,12,1138,7,,72,49,,,
31-01-2023,JetBlue Airways,"New York, NY",854,65,7,1054,90,,120,48,54,0,0
17-01-2023,Delta Air Lines Inc.,"Salt Lake City, UT",1321,17,6,1603,-6,,102,79,,,
20-04-2019,SkyWest Airlines Inc.,"Roswell, NM",2220,21,5,2250,-13,,90,64,,,
3/3/2022,Southwest Airlines Co.,"Atlanta, GA",750,16,5,951,-14,,61,40,,,
8/5/2019,Southwest Airlines Co.,"Seattle, WA",1554,7,6,1739,14,,105,92,,,
22-08-2022,Delta Air Lines Inc.,"San Francisco, CA",2113,12,8,2253,-19,,220,200,,,
23-10-2022,Southwest Airlines Co.,"Kansas City, MO",829,13,5,958,-2,,89,71,,,
28-06-2021,Delta Air Lines Inc.,"Miami, FL",906,10,9,1102,10,,116,97,,,
30-07-2022,SkyWest Airlines Inc.,"Lexington, KY",1041,19,4,1253,-17,,72,49,,,
3/6/2021,Allegiant Air,"Valparaiso, FL",1050,9,34,1318,15,,148,105,0,0,0
4/1/2019,American Airlines Inc.,"Charlotte, NC",1531,11,13,1714,-6,,103,79,,,
18-08-2022,Southwest Airlines Co.,"Atlanta, GA",1819,9,9,2121,26,,122,104,5,0,21
9/1/2020,ExpressJet Airlines LLC d/b/a aha!,"Houston, TX",1824,19,7,2024,-6,,180,154,,,
12/4/2022,Southwest Airlines Co.,"Tampa, FL",1921,11,6,2013,-12,,52,35,,,
25-02-2020,Delta Air Lines Inc.,"Detroit, MI",530,14,7,738,-28,,128,107,,,
26-01-2019,Southwest Airlines Co.,"West Palm Beach/Palm Beach, FL",1830,7,5,2132,-3,,182,170,,,
5/12/2019,SkyWest Airlines Inc.,"Chicago, IL",1507,39,16,1708,7,,121,66,,,
24-08-2019,Republic Airline,"Raleigh/Durham, NC",1000,39,6,1159,15,,119,74,0,0,0
2/1/2019,Allegiant Air,"Knoxville, TN",2114,10,7,2243,-5,,89,72,,,
17-10-2021,Delta Air Lines Inc.,"Chicago, IL",1121,17,12,1711,-10,,230,201,,,
13-05-2023,Delta Air Lines Inc.,"Atlanta, GA",720,15,10,1106,16,,226,201,16,0,0
25-09-2021,American Airlines Inc.,"Omaha, NE",1451,13,5,1632,-16,,101,83,,,
25-03-2019,ExpressJet Airlines LLC d/b/a aha!,"Houston, TX",530,13,7,623,-22,,53,33,,,
21-08-2022,American Airlines Inc.,"Pittsburgh, PA",2308,17,12,137,160,,89,60,130,0,23
17-06-2022,American Airlines Inc.,"Washington, DC",603,17,9,845,-10,,102,76,,,
24-07-2023,JetBlue Airways,"Fort Lauderdale, FL",1320,12,4,1546,18,,146,130,3,0,15
30-03-2019,American Airlines Inc.,"Phoenix, AZ",2054,15,11,2129,14,,155,129,,,
1/6/2020,Delta Air Lines Inc.,"Atlanta, GA",1314,11,8,2008,-16,,234,215,,,
26-12-2021,Southwest Airlines Co.,"Oakland, CA",1809,25,4,1953,98,,104,75,6,0,78
6/12/2022,Southwest Airlines Co.,"West Palm Beach/Palm Beach, FL",1100,13,4,1309,-31,,129,112,,,
22-09-2022,American Airlines Inc.,"Orlando, FL",2043,15,6,9,0,,146,125,,,
20-01-2021,Hawaiian Airlines Inc.,"Honolulu, HI",757,16,4,1129,-21,,392,372,,,
11/5/2019,Delta Air Lines Inc.,"Salt Lake City, UT",1305,9,5,1546,-30,,101,87,,,
1/12/2022,American Airlines Inc.,"Savannah, GA",1428,19,5,1529,55,,61,37,0,0,55
20-07-2019,SkyWest Airlines Inc.,"Chicago, IL",1215,26,29,1651,51,,216,161,0,0,0
4/5/2021,Southwest Airlines Co.,"Austin, TX",1830,15,4,2259,154,,149,130,4,0,150
6/4/2021,SkyWest Airlines Inc.,"Gillette, WY",2044,17,6,2153,19,,69,46,19,0,0
16-05-2021,Alaska Airlines Inc.,"Seattle, WA",831,15,22,1126,0,,175,138,,,
25-03-2019,ExpressJet Airlines LLC d/b/a aha!,"Houston, TX",1407,17,8,1534,-6,,87,62,,,
24-07-2021,Endeavor Air Inc.,"Knoxville, TN",1556,12,3,1643,-16,,47,32,,,
8/7/2021,SkyWest Airlines Inc.,"Denver, CO",1902,9,16,1941,-13,,99,74,,,
13-06-2021,American Airlines Inc.,"Phoenix, AZ",724,15,37,952,-3,,328,276,,,
23-03-2020,Delta Air Lines Inc.,"Albuquerque, NM",,,,,,A,,,,,
30-01-2019,Hawaiian Airlines Inc.,"Kahului, HI",956,17,6,1329,-51,,333,310,,,
10/8/2019,ExpressJet Airlines LLC d/b/a aha!,"Flint, MI",1216,22,7,1421,35,,65,36,35,0,0
13-08-2023,American Airlines Inc.,"Charlotte, NC",1804,12,13,1929,-11,,85,60,,,
9/5/2019,JetBlue Airways,"Charleston, SC",2104,45,5,2329,7,,145,95,,,
14-08-2019,American Airlines Inc.,"Dallas/Fort Worth, TX",1908,15,12,2125,-8,,197,170,,,
10/6/2019,American Airlines Inc.,"Valparaiso, FL",2001,10,10,2144,61,,103,83,20,0,41
9/8/2023,Republic Airline,"Newark, NJ",1957,17,23,2145,-14,,108,68,,,
24-03-2020,Southwest Airlines Co.,"Oakland, CA",915,9,5,1035,-15,,80,66,,,
22-03-2022,Endeavor Air Inc.,"Traverse City, MI",1226,14,6,1328,-9,,62,42,,,
14-06-2022,Republic Airline,"New York, NY",1600,19,9,1944,-15,,164,136,,,
3/4/2022,Frontier Airlines Inc.,"Phoenix, AZ",1017,17,5,1134,-24,,77,55,,,
5/6/2023,Southwest Airlines Co.,"Oakland, CA",1129,13,5,1239,-6,,70,52,,,
27-01-2023,United Air Lines Inc.,"San Antonio, TX",940,17,2,1238,-14,,118,99,,,
1/10/2021,Republic Airline,"Raleigh/Durham, NC",1056,11,10,1230,-21,,94,73,,,
7/10/2021,Southwest Airlines Co.,"Long Beach, CA",653,12,6,753,-12,,60,42,,,
27-07-2020,PSA Airlines Inc.,"Jacksonville/Camp Lejeune, NC",1427,21,6,1534,3,,67,40,,,
12/7/2019,United Air Lines Inc.,"San Francisco, CA",1740,10,3,1936,-28,,236,223,,,
3/7/2019,Alaska Airlines Inc.,"Los Angeles, CA",1939,31,9,2226,21,,287,247,0,0,9
15-06-2020,Southwest Airlines Co.,"Phoenix, AZ",1344,15,6,1632,-13,,168,147,,,
6/11/2019,Envoy Air,"Dallas/Fort Worth, TX",1633,27,5,1811,-1,,158,126,,,
12/2/2022,SkyWest Airlines Inc.,"Detroit, MI",1020,35,5,1125,-4,,65,25,,,
